# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2718542	2720560	+					hyfB	7151721	ECIAI39_2621	2019		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2718542	2720560	+	YP_002408569.1	WP_000339484.1		hydrogenase 4 subunit B	hyfB	7151721	ECIAI39_2621	2019	672	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2720571	2721518	+					hyfC	7151722	ECIAI39_2622	948		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2720571	2721518	+	YP_002408570.1	WP_012602434.1		hydrogenase 4, membrane subunit	hyfC	7151722	ECIAI39_2622	948	315	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2721535	2722974	+					hyfD	7151723	ECIAI39_2623	1440		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2721535	2722974	+	YP_002408571.1	WP_000429083.1		hydrogenase 4 subunit D	hyfD	7151723	ECIAI39_2623	1440	479	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2722986	2723636	+					hyfE	7151724	ECIAI39_2624	651		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2722986	2723636	+	YP_002408572.1	WP_000147987.1		hydrogenase 4 membrane subunit	hyfE	7151724	ECIAI39_2624	651	216	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2723641	2725221	+					hyfF	7151725	ECIAI39_2625	1581		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2723641	2725221	+	YP_002408573.1	WP_000122513.1		hydrogenase 4 subunit F	hyfF	7151725	ECIAI39_2625	1581	526	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2725259	2726926	+					hyfG	7151726	ECIAI39_2626	1668		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2725259	2726926	+	YP_002408574.1	WP_012602435.1		hydrogenase 4 subunit	hyfG	7151726	ECIAI39_2626	1668	555	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2726936	2727481	+					hyfH	7151727	ECIAI39_2627	546		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2726936	2727481	+	YP_002408575.1	WP_000916059.1		hydrogenase 4 subunit H	hyfH	7151727	ECIAI39_2627	546	181	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2727478	2728236	+					hyfI	7151728	ECIAI39_2628	759		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2727478	2728236	+	YP_002408576.1	WP_000075546.1		hydrogenase 4, Fe-S subunit	hyfI	7151728	ECIAI39_2628	759	252	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2728229	2728642	+					hyfJ	7151729	ECIAI39_2629	414		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2728229	2728642	+	YP_002408577.1	WP_001361595.1		putative processing element hydrogenase 4	hyfJ	7151729	ECIAI39_2629	414	137	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2728669	2729622	+					hyfR	7151730	ECIAI39_2630	954		pseudo
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2729629	2730684	+					hyfR	7151731	ECIAI39_2631	1056		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2730706	2731554	+					focB	7151732	ECIAI39_2632	849		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2730706	2731554	+	YP_002408578.1	WP_001244756.1		putative formate transporter	focB	7151732	ECIAI39_2632	849	282	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2731591	2732652	-					perM	7151396	ECIAI39_2633	1062		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2731591	2732652	-	YP_002408579.1	WP_000892044.1		putative permease	perM	7151396	ECIAI39_2633	1062	353	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2732865	2734328	+					yfgC	7152369	ECIAI39_2635	1464		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2732865	2734328	+	YP_002408580.1	WP_000489677.1		putative peptidase	yfgC	7152369	ECIAI39_2635	1464	487	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2734349	2734708	+					yfgD	7153879	ECIAI39_2636	360		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2734349	2734708	+	YP_002408581.1	WP_000166456.1		putative oxidoreductase	yfgD	7153879	ECIAI39_2636	360	119	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2734814	2735560	-					hda	7153880	ECIAI39_2637	747		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2734814	2735560	-	YP_002408582.1	WP_000247065.1		DNA replication initiation factor	hda	7153880	ECIAI39_2637	747	248	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2735610	2736899	-					uraA	7151617	ECIAI39_2638	1290		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2735610	2736899	-	YP_002408583.1	WP_000198330.1		uracil transporter	uraA	7151617	ECIAI39_2638	1290	429	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2736985	2737611	-					upp	7153106	ECIAI39_2639	627		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2736985	2737611	-	YP_002408584.1	WP_001295473.1		uracil phosphoribosyltransferase	upp	7153106	ECIAI39_2639	627	208	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2737936	2738973	+					purM	7153105	ECIAI39_2640	1038		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2737936	2738973	+	YP_002408585.1	WP_012602436.1		phosphoribosylaminoimidazole synthetase	purM	7153105	ECIAI39_2640	1038	345	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2738973	2739611	+					purN	7152532	ECIAI39_2641	639		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2738973	2739611	+	YP_002408586.1	WP_001028626.1		phosphoribosylglycinamide formyltransferase	purN	7152532	ECIAI39_2641	639	212	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2739783	2741849	+					ppk	7152533	ECIAI39_2642	2067		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2739783	2741849	+	YP_002408587.1	WP_000529576.1		polyphosphate kinase	ppk	7152533	ECIAI39_2642	2067	688	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2741854	2743395	+					ppx	7152464	ECIAI39_2643	1542		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2741854	2743395	+	YP_002408588.1	WP_001121364.1		exopolyphosphatase	ppx	7152464	ECIAI39_2643	1542	513	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2743434	2744336	-					yfgF	7152467	ECIAI39_2644	903		pseudo
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2744343	2745677	-					yfgF	7153881	ECIAI39_2645	1335		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2745859	2746011	-						7153882	ECIAI39_2646	153		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2745859	2746011	-	YP_002408589.1	WP_000017552.1		hypothetical protein		7153882	ECIAI39_2646	153	50	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2746531	2747049	+					yfgH	7149997	ECIAI39_2647	519		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2746531	2747049	+	YP_002408590.1	WP_001295476.1		putative outer membrane lipoprotein	yfgH	7149997	ECIAI39_2647	519	172	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2747065	2747460	+					yfgI	7153883	ECIAI39_2648	396		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2747486	2747812	+						7153884	ECIAI39_2649	327		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2747486	2747812	+	YP_002408591.1	WP_000165261.1		transposase ORF A, IS629		7153884	ECIAI39_2649	327	108	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2747809	2748291	+						7149998	ECIAI39_2650	483		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2747809	2748291	+	YP_002408592.1	WP_001313184.1		transposase ORF B (fragment), IS629		7149998	ECIAI39_2650	483	160	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2748883	2750406	+						7149999	ECIAI39_2651	1524		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2748883	2750406	+	YP_002408593.1	WP_000587107.1		Group II intron-encoded reverse transcriptase/maturase		7149999	ECIAI39_2651	1524	507	
gene	misc_RNA	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2750410	2750496	+						7150000	ECIAI39_misc_RNA_54	87		
misc_RNA		GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2750410	2750496	+				Intron_gpII		7150000	ECIAI39_misc_RNA_54	87		
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2750523	2750969	+						7150537	ECIAI39_2652	447		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2750523	2750969	+	YP_002408594.1	WP_000864102.1		transposase ORF B (fragment), IS629		7150537	ECIAI39_2652	447	148	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2751078	2751188	+					yfgI	7150001	ECIAI39_2653	111		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2751408	2751890	-						7153885	ECIAI39_2654	483		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2751408	2751890	-	YP_002408595.1	WP_001336051.1		putative phage lysis accessory protein		7153885	ECIAI39_2654	483	160	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2751887	2752516	-						7150002	ECIAI39_2655	630		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2751887	2752516	-	YP_002408596.1	WP_000403797.1		putative phage endolysin		7150002	ECIAI39_2655	630	209	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2752801	2753205	-						7150003	ECIAI39_2656	405		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2752801	2753205	-	YP_002408597.1	WP_001276090.1		putative integral membrane protein from phage origin		7150003	ECIAI39_2656	405	134	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2753512	2756631	-						7150004	ECIAI39_2657	3120		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2753512	2756631	-	YP_002408598.1	WP_000218911.1		Endo-alpha-sialidase, phage head protein		7150004	ECIAI39_2657	3120	1039	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2756704	2757084	+						7150005	ECIAI39_2658	381		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2756704	2757084	+	YP_002408599.1	WP_000358993.1		hypothetical protein		7150005	ECIAI39_2658	381	126	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2757402	2758058	+						7150006	ECIAI39_2659	657		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2757402	2758058	+	YP_002408600.1	WP_000993735.1		putative phage anti-repressor protein		7150006	ECIAI39_2659	657	218	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2758288	2758923	+						7150007	ECIAI39_2660	636		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2758288	2758923	+	YP_002408601.1	WP_001136300.1		hypothetical protein		7150007	ECIAI39_2660	636	211	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2759026	2759421	-						7150008	ECIAI39_2661	396		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2759026	2759421	-	YP_002408602.1	WP_012602437.1		hypothetical protein		7150008	ECIAI39_2661	396	131	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2759626	2761389	-						7150009	ECIAI39_2662	1764		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2761351	2761677	+						7150010	ECIAI39_2663	327		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2761351	2761677	+	YP_002408603.1	WP_000165309.1		transposase ORF A, IS629		7150010	ECIAI39_2663	327	108	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2761674	2762564	+						7150011	ECIAI39_2664	891		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2761674	2762564	+	YP_002408604.1	WP_001349104.1		transposase ORF B, IS629		7150011	ECIAI39_2664	891	296	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2762604	2762960	-						7150012	ECIAI39_2665	357		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2762604	2762960	-	YP_002408605.1	WP_012602438.1		transposase (fragment)		7150012	ECIAI39_2665	357	118	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2762957	2763283	-						7150013	ECIAI39_2666	327		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2762957	2763283	-	YP_002408606.1	WP_000165315.1		transposase ORF A, IS629		7150013	ECIAI39_2666	327	108	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2763289	2764140	-						7150014	ECIAI39_2667	852		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2764146	2765948	-						7150015	ECIAI39_2668	1803		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2764146	2765948	-	YP_002408607.1	WP_000119847.1		hypothetical protein		7150015	ECIAI39_2668	1803	600	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2765945	2768458	-						7150016	ECIAI39_2669	2514		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2765945	2768458	-	YP_002408608.1	WP_001145638.1		hypothetical protein		7150016	ECIAI39_2669	2514	837	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2768471	2769010	-						7150017	ECIAI39_2670	540		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2768471	2769010	-	YP_002408609.1	WP_000336180.1		hypothetical protein		7150017	ECIAI39_2670	540	179	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2769010	2769474	-						7150018	ECIAI39_2671	465		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2769010	2769474	-	YP_002408610.1	WP_000568023.1		hypothetical protein		7150018	ECIAI39_2671	465	154	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2769474	2771945	-						7150019	ECIAI39_2672	2472		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2769474	2771945	-	YP_002408611.1	WP_001018555.1		hypothetical protein		7150019	ECIAI39_2672	2472	823	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2771945	2772550	-						7150020	ECIAI39_2673	606		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2771945	2772550	-	YP_002408612.1	WP_000179259.1		hypothetical protein		7150020	ECIAI39_2673	606	201	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2772550	2772879	-						7150021	ECIAI39_2674	330		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2772550	2772879	-	YP_002408613.1	WP_001311993.1		hypothetical protein		7150021	ECIAI39_2674	330	109	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2772924	2773268	-						7150022	ECIAI39_2675	345		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2772924	2773268	-	YP_002408614.1	WP_011703625.1		hypothetical protein		7150022	ECIAI39_2675	345	114	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2773270	2773707	-						7150023	ECIAI39_2676	438		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2773270	2773707	-	YP_002408615.1	WP_000627074.1		hypothetical protein		7150023	ECIAI39_2676	438	145	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2773759	2774751	-						7150024	ECIAI39_2677	993		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2773759	2774751	-	YP_002408616.1	WP_012602439.1		hypothetical protein		7150024	ECIAI39_2677	993	330	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2774760	2775455	-						7150025	ECIAI39_2678	696		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2774760	2775455	-	YP_002408617.1	WP_001048075.1		hypothetical protein		7150025	ECIAI39_2678	696	231	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2775458	2775754	-						7150026	ECIAI39_2679	297		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2775458	2775754	-	YP_002408618.1	WP_000133163.1		hypothetical protein		7150026	ECIAI39_2679	297	98	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2775751	2777430	-						7150027	ECIAI39_2680	1680		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2775751	2777430	-	YP_002408619.1	WP_000852428.1		putative head-to-tail-joining protein		7150027	ECIAI39_2680	1680	559	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2777445	2777651	-						7150028	ECIAI39_2681	207		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2777445	2777651	-	YP_002408620.1	WP_000335899.1		hypothetical protein		7150028	ECIAI39_2681	207	68	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2777829	2777987	+						7150029	ECIAI39_2682	159		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2777829	2777987	+	YP_002408621.1	WP_012602440.1		hypothetical protein		7150029	ECIAI39_2682	159	52	
gene	tRNA	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2778079	2778155	+						7150030	ECIAI39_tRNA24	77		
tRNA		GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2778079	2778155	+				tRNA-Arg		7150030	ECIAI39_tRNA24	77		
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2778452	2778799	+						7150567	ECIAI39_2683	348		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2778452	2778799	+	YP_002408622.1	WP_000590811.1		hypothetical protein		7150567	ECIAI39_2683	348	115	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2778885	2780360	-						7150031	ECIAI39_2684	1476		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2778885	2780360	-	YP_002408623.1	WP_000132519.1		putative phage terminase, large subunit		7150031	ECIAI39_2684	1476	491	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2780357	2781031	-						7150032	ECIAI39_2685	675		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2780357	2781031	-	YP_002408624.1	WP_001090120.1		putative phage terminase, small subunit		7150032	ECIAI39_2685	675	224	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2781072	2781410	-						7150033	ECIAI39_2686	339		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2781072	2781410	-	YP_002408625.1	WP_001129683.1		hypothetical protein		7150033	ECIAI39_2686	339	112	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2781403	2781840	-						7150034	ECIAI39_2687	438		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2781403	2781840	-	YP_002408626.1	WP_012602441.1		hypothetical protein		7150034	ECIAI39_2687	438	145	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	2781765	2782478	-						7150035	ECIAI39_2688	714		
